loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,total_acc,total_pymnt,application_type
2475,2475, 36 months,5.79%,75.06,A,10+ years,MORTGAGE,63600,Verified,Fully Paid,car,AL,36,2688.818648,Individual
7000,7000, 36 months,7.29%,217.07,A,10+ years,OWN,68000,Source Verified,Fully Paid,small_business,VA,11,7814.481311,Individual
35000,34950, 60 months,14.17%,817.48,C,9 years,MORTGAGE,85000,Verified,Fully Paid,debt_consolidation,SC,37,40330.85419,Individual
3000,3000, 36 months,16.77%,106.62,E,< 1 year,RENT,10800,Verified,Charged Off,debt_consolidation,CA,4,2434.36,Individual
9000,9000, 36 months,7.29%,279.09,A,5 years,RENT,46000,Not Verified,Fully Paid,debt_consolidation,OR,10,10047.19389,Individual
10000,10000, 36 months,9.63%,320.94,B,< 1 year,OWN,34500,Not Verified,Fully Paid,debt_consolidation,AZ,9,11553.72353,Individual
12000,12000, 36 months,7.29%,372.12,A,9 years,MORTGAGE,77000,Not Verified,Fully Paid,debt_consolidation,CA,38,13350.08757,Individual
2350,2350, 36 months,14.17%,80.52,C,2 years,RENT,22000,Verified,Fully Paid,debt_consolidation,IL,15,2576.684385,Individual
16000,16000, 60 months,17.14%,398.85,E,4 years,MORTGAGE,49000,Source Verified,Charged Off,debt_consolidation,OH,15,1198.85,Individual
14000,14000, 60 months,19.36%,365.95,F,10+ years,MORTGAGE,61000,Not Verified,Fully Paid,debt_consolidation,IL,28,19338.28243,Individual
4000,4000, 36 months,7.66%,124.72,A,6 years,RENT,50000,Not Verified,Fully Paid,wedding,CT,20,4490.666337,Individual
12500,12500, 36 months,13.06%,421.54,C,4 years,OWN,38400,Not Verified,Fully Paid,debt_consolidation,AL,23,14835.70417,Individual
24000,23750, 60 months,12.68%,542.16,C,2 years,MORTGAGE,120120,Source Verified,Fully Paid,debt_consolidation,UT,40,31194.42497,Individual
10000,9750, 36 months,10.74%,326.16,B,10+ years,RENT,50000,Source Verified,Fully Paid,debt_consolidation,NY,27,11776.59381,Individual
8000,8000, 36 months,7.29%,248.08,A,5 years,MORTGAGE,120000,Not Verified,Fully Paid,home_improvement,NY,20,8834.292036,Individual
2000,2000, 36 months,5.42%,60.32,A,10+ years,OWN,94500,Source Verified,Fully Paid,other,MN,20,2171.506877,Individual
9000,9000, 60 months,12.68%,203.31,C,1 year,MORTGAGE,58852.56,Source Verified,Fully Paid,credit_card,UT,33,11079.22466,Individual
26000,26000, 60 months,13.06%,592.38,C,10+ years,MORTGAGE,90696,Source Verified,Fully Paid,other,MD,35,28295.99747,Individual
4000,4000, 60 months,15.28%,95.75,D,8 years,MORTGAGE,74500,Not Verified,Fully Paid,wedding,NC,16,5363.467283,Individual
13000,12750, 36 months,9.63%,417.22,B,2 years,RENT,47000,Not Verified,Fully Paid,debt_consolidation,MD,16,15019.85527,Individual
15000,14975, 60 months,14.91%,356.15,D,3 years,MORTGAGE,80000,Source Verified,Charged Off,small_business,MO,24,4198.64,Individual
2700,2700, 36 months,5.79%,81.89,A,8 years,MORTGAGE,47500,Not Verified,Fully Paid,debt_consolidation,OH,32,2947.748565,Individual
2000,2000, 36 months,5.42%,60.32,A,10+ years,MORTGAGE,124000,Not Verified,Fully Paid,home_improvement,MA,39,2171.506877,Individual
3500,3500, 36 months,13.06%,118.04,C,10+ years,MORTGAGE,36000,Not Verified,Fully Paid,debt_consolidation,CA,15,4247.73632,Individual
3000,3000, 36 months,7.29%,93.03,A,6 years,RENT,50000,Source Verified,Fully Paid,major_purchase,IL,9,3340.787358,Individual
24000,23825, 36 months,10.37%,778.59,B,10+ years,MORTGAGE,53000,Verified,Charged Off,debt_consolidation,NY,13,17907.57,Individual
9450,9450, 36 months,7.66%,294.65,A,2 years,RENT,33600,Source Verified,Charged Off,debt_consolidation,CA,23,9076.85,Individual
30000,29016.93671, 60 months,17.14%,731.02,E,10+ years,MORTGAGE,129000,Verified,Fully Paid,small_business,TX,30,36127.42101,Individual
3425,3425, 36 months,13.43%,116.12,C,4 years,RENT,35000,Not Verified,Fully Paid,major_purchase,NY,25,4145.031591,Individual
4000,4000, 36 months,5.42%,120.64,A,6 years,OWN,50000,Not Verified,Fully Paid,major_purchase,AL,35,4343.013754,Individual
1000,1000, 36 months,7.66%,31.18,A,3 years,RENT,49000,Not Verified,Fully Paid,vacation,LA,26,1122.470068,Individual
22000,22000, 36 months,9.63%,706.07,B,9 years,RENT,57000,Source Verified,Fully Paid,debt_consolidation,FL,27,25182.42553,Individual
10000,9750, 60 months,14.91%,237.43,D,6 years,RENT,74646,Verified,Fully Paid,debt_consolidation,NY,17,14211.43,Individual
7000,6273.098828, 36 months,5.79%,212.29,A,8 years,MORTGAGE,39000,Verified,Charged Off,debt_consolidation,CA,16,1061.45,Individual
3400,3150, 36 months,13.06%,114.66,C,< 1 year,RENT,48000,Not Verified,Fully Paid,debt_consolidation,NC,18,3837.695766,Individual
5750,5673.558893, 60 months,7.66%,115.66,A,10+ years,MORTGAGE,23328,Source Verified,Fully Paid,car,WV,18,6939.300299,Individual
12000,12000, 36 months,10.74%,391.39,B,< 1 year,MORTGAGE,110000,Not Verified,Fully Paid,major_purchase,OH,19,14038.65421,Individual
15000,14750, 36 months,10.74%,489.24,B,7 years,MORTGAGE,47000,Not Verified,Fully Paid,debt_consolidation,VA,16,16394.93783,Individual
2000,1750, 36 months,7.66%,62.36,A,< 1 year,RENT,20000,Not Verified,Fully Paid,debt_consolidation,MN,3,2244.940137,Individual
20000,20000, 36 months,13.43%,678.03,C,10+ years,RENT,50000,Not Verified,Fully Paid,debt_consolidation,NY,43,24442.76231,Individual
3500,3500, 60 months,18.99%,90.78,F,10+ years,OWN,43200,Source Verified,Fully Paid,small_business,NC,18,5446.075144,Individual
25000,24046.34272, 60 months,11.11%,544.94,B,10+ years,MORTGAGE,208000,Source Verified,Fully Paid,home_improvement,NJ,28,27774.71167,Individual
15000,15000, 60 months,14.91%,356.15,D,10+ years,MORTGAGE,53000,Not Verified,Charged Off,home_improvement,NV,15,1068.45,Individual
15000,15000, 36 months,15.65%,524.77,D,2 years,RENT,42500,Source Verified,Fully Paid,debt_consolidation,CA,28,18891.59362,Individual
9000,9000, 36 months,13.06%,303.51,C,3 years,RENT,60000,Verified,Fully Paid,credit_card,CA,29,9799.054421,Individual
7800,7800, 60 months,10.00%,165.73,B,10+ years,RENT,52656,Verified,Fully Paid,medical,NY,24,9129.974102,Individual
18000,17743.32873, 60 months,10.74%,389.04,B,10+ years,MORTGAGE,33000,Verified,Fully Paid,credit_card,IL,16,23347.30274,Individual
35000,34902.94718, 36 months,16.40%,1237.42,E,3 years,MORTGAGE,140000,Verified,Fully Paid,debt_consolidation,TX,48,44448.95233,Individual
12000,11975, 36 months,5.79%,363.93,A,1 year,RENT,170000,Verified,Fully Paid,debt_consolidation,NY,34,13101.18684,Individual
10000,10000, 36 months,5.42%,301.6,A,10+ years,MORTGAGE,120000,Not Verified,Fully Paid,major_purchase,CA,31,10857.53439,Individual
5000,4975, 36 months,10.00%,161.34,B,4 years,MORTGAGE,50000,Not Verified,Fully Paid,home_improvement,GA,19,5808.070197,Individual
6200,6200, 36 months,7.29%,192.27,A,6 years,MORTGAGE,48000,Not Verified,Fully Paid,credit_card,IL,19,6921.364897,Individual
5000,5000, 36 months,14.17%,171.31,C,6 years,MORTGAGE,19200,Not Verified,Fully Paid,car,NC,7,6039.922212,Individual
6000,6000, 36 months,5.42%,180.96,A,6 years,MORTGAGE,100000,Not Verified,Fully Paid,debt_consolidation,GA,40,6514.520633,Individual
8000,8000, 60 months,13.06%,182.28,C,10+ years,MORTGAGE,38400,Not Verified,Fully Paid,debt_consolidation,MO,28,8608.777512,Individual
20000,19348.64324, 60 months,15.65%,482.65,D,4 years,RENT,96000,Verified,Fully Paid,debt_consolidation,VA,27,26994.95412,Individual
14500,14475, 36 months,13.06%,488.99,C,3 years,MORTGAGE,130000,Source Verified,Fully Paid,other,NY,12,15659.50297,Individual
9000,8830.296584, 60 months,10.37%,192.87,B,4 years,MORTGAGE,194808,Source Verified,Fully Paid,car,KS,54,11501.15001,Individual
15250,14995.98036, 60 months,17.14%,380.16,E,< 1 year,MORTGAGE,39000,Verified,Fully Paid,debt_consolidation,GA,38,20492.45604,Individual
11500,10275, 60 months,16.02%,249.98,D,< 1 year,RENT,37000,Source Verified,Fully Paid,debt_consolidation,DE,16,14661.25997,Individual
10000,10000, 36 months,5.79%,303.27,A,6 years,MORTGAGE,40000,Verified,Fully Paid,credit_card,LA,18,10700.47479,Individual
7900,7900, 36 months,11.11%,259.05,B,4 years,RENT,37000,Source Verified,Fully Paid,debt_consolidation,CA,15,9155.82073,Individual
5000,4750, 36 months,13.06%,168.62,C,5 years,RENT,21600,Verified,Charged Off,debt_consolidation,AZ,5,2710.43,Individual
10000,9750, 36 months,10.00%,322.68,B,< 1 year,MORTGAGE,85000,Not Verified,Fully Paid,credit_card,NY,16,11543.31161,Individual
12000,12000, 60 months,13.06%,273.41,C,2 years,MORTGAGE,68000,Source Verified,Fully Paid,home_improvement,MD,13,15370.24333,Individual
15000,15000, 36 months,7.66%,467.7,A,10+ years,MORTGAGE,110004,Not Verified,Fully Paid,home_improvement,CA,32,16776.28013,Individual
7200,7200, 60 months,10.37%,154.3,B,4 years,RENT,42000,Source Verified,Fully Paid,house,MN,24,8914.59865,Individual
6000,5975, 36 months,6.92%,185.05,A,3 years,MORTGAGE,50000,Source Verified,Fully Paid,debt_consolidation,OH,14,6308.820225,Individual
20000,20000, 60 months,17.51%,502.56,E,< 1 year,RENT,45000,Verified,Fully Paid,debt_consolidation,NJ,22,28053.35212,Individual
8000,8000, 36 months,5.79%,242.62,A,n/a,OWN,50000,Not Verified,Fully Paid,credit_card,NC,15,8137.383683,Individual
25000,24850, 36 months,12.68%,838.51,C,7 years,RENT,185000,Verified,Fully Paid,moving,NJ,9,28240.60862,Individual
6000,6000, 36 months,6.92%,185.05,A,3 years,MORTGAGE,99400,Not Verified,Fully Paid,car,TX,38,6655.428657,Individual
4950,4950, 60 months,15.65%,119.46,D,5 years,MORTGAGE,35000,Not Verified,Charged Off,small_business,PA,12,2371.32,Individual
4000,3975, 60 months,13.43%,91.9,C,3 years,MORTGAGE,39600,Source Verified,Charged Off,credit_card,CA,15,2449.85,Individual
17475,12425, 60 months,17.14%,309.73,E,8 years,OWN,52518.72,Verified,Charged Off,debt_consolidation,CT,22,6039.75,Individual
14000,13948.39167, 60 months,18.25%,357.42,F,2 years,RENT,75000,Not Verified,Fully Paid,debt_consolidation,MA,21,21423.36984,Individual
30000,30000, 60 months,10.37%,642.89,B,< 1 year,MORTGAGE,60000,Verified,Fully Paid,home_improvement,FL,18,38573.14996,Individual
24000,23465.66022, 60 months,12.68%,542.16,C,10+ years,MORTGAGE,163500,Verified,Fully Paid,home_improvement,NJ,35,29835.71641,Individual
9600,9348.201843, 36 months,10.37%,311.44,B,1 year,RENT,28800,Not Verified,Charged Off,debt_consolidation,WA,9,2802.96,Individual
32000,30863.63181, 60 months,17.14%,797.7,E,< 1 year,MORTGAGE,170000,Source Verified,Fully Paid,debt_consolidation,GA,32,44446.83378,Individual
6000,6000, 36 months,11.11%,196.75,B,10+ years,MORTGAGE,99996,Source Verified,Fully Paid,major_purchase,OK,34,6987.116425,Individual
17000,16939.88333, 60 months,12.68%,384.03,C,3 years,RENT,36000,Not Verified,Charged Off,debt_consolidation,TX,36,3456.27,Individual
4500,4500, 36 months,10.74%,146.78,B,< 1 year,RENT,50000,Not Verified,Fully Paid,wedding,PA,14,5279.802587,Individual
20000,19941.67752, 60 months,13.80%,463.3,C,10+ years,MORTGAGE,120000,Verified,Fully Paid,debt_consolidation,OR,27,22575.95956,Individual
6000,6000, 36 months,14.17%,205.57,C,2 years,MORTGAGE,80000,Source Verified,Fully Paid,wedding,TX,22,7400.142826,Individual
25000,24859.0173, 60 months,13.80%,579.12,C,1 year,MORTGAGE,105000,Verified,Fully Paid,debt_consolidation,NY,34,27719.36778,Individual
30000,29750, 36 months,18.62%,1093.93,F,10+ years,RENT,90000,Verified,Fully Paid,debt_consolidation,DC,7,39381.25712,Individual
24000,22921.12999, 60 months,14.17%,560.56,C,8 years,MORTGAGE,53000,Verified,Fully Paid,debt_consolidation,WV,59,24840.38581,Individual
4500,4250, 36 months,7.66%,140.31,A,3 years,RENT,42000,Not Verified,Fully Paid,debt_consolidation,NY,5,5051.11531,Individual
35000,34921.8011, 36 months,20.11%,1302.69,G,10+ years,OWN,80000,Verified,Charged Off,debt_consolidation,CA,19,6458.08,Individual
7200,7200, 36 months,6.92%,222.06,A,3 years,MORTGAGE,85000,Not Verified,Fully Paid,credit_card,RI,28,7598.718914,Individual
12000,11930.84524, 60 months,18.25%,306.36,F,5 years,MORTGAGE,65000,Source Verified,Fully Paid,other,TX,13,18381.16249,Individual
1200,1200, 36 months,10.37%,38.93,B,10+ years,MORTGAGE,61000,Not Verified,Fully Paid,vacation,WA,11,1376.356357,Individual
3400,3375, 60 months,16.02%,82.72,D,4 years,MORTGAGE,34000,Verified,Fully Paid,major_purchase,AZ,12,3790.000806,Individual
3000,3000, 36 months,11.11%,98.38,B,2 years,RENT,76000,Verified,Charged Off,medical,FL,23,1214.33,Individual
20000,19939.88333, 60 months,12.68%,451.8,C,5 years,MORTGAGE,42204,Verified,Fully Paid,debt_consolidation,MD,22,27107.33386,Individual
3000,3000, 60 months,7.66%,60.35,A,10+ years,OWN,43200,Not Verified,Fully Paid,vacation,WV,21,3618.309999,Individual
7000,7000, 36 months,6.92%,215.89,A,8 years,RENT,26004,Not Verified,Fully Paid,other,NJ,13,7771.789912,Individual
19000,19000, 60 months,14.17%,443.78,C,10+ years,MORTGAGE,88000,Source Verified,Fully Paid,medical,TX,33,25518.08322,Individual
16000,15745.72987, 60 months,11.11%,348.76,B,< 1 year,RENT,35500,Source Verified,Fully Paid,debt_consolidation,MO,20,19883.77321,Individual
12000,11704.49189, 60 months,10.00%,254.97,B,8 years,MORTGAGE,72000,Not Verified,Fully Paid,car,AL,20,15297.77692,Individual
12000,12000, 60 months,17.88%,303.94,E,10+ years,MORTGAGE,54996,Not Verified,Fully Paid,home_improvement,FL,12,17604.18586,Individual
20000,19883.93917, 60 months,13.80%,463.3,C,10+ years,MORTGAGE,135000,Source Verified,Charged Off,debt_consolidation,WI,29,6732.86,Individual
3000,2750, 36 months,10.37%,97.33,B,3 years,RENT,24000,Source Verified,Fully Paid,debt_consolidation,SD,9,3503.608431,Individual
12000,11950, 36 months,7.29%,372.12,A,< 1 year,RENT,80400,Verified,Fully Paid,debt_consolidation,MD,15,12793.18234,Individual
8875,8875, 36 months,10.00%,286.38,B,4 years,RENT,24500,Verified,Fully Paid,debt_consolidation,NC,23,10309.31593,Individual
20000,18873.63968, 60 months,16.77%,494.59,E,2 years,MORTGAGE,57000,Verified,Charged Off,debt_consolidation,GA,36,16321.47,Individual
12000,12000, 60 months,11.11%,261.57,B,3 years,MORTGAGE,60000,Source Verified,Fully Paid,credit_card,MN,7,15694.02892,Individual
35000,34800, 36 months,10.37%,1135.45,B,3 years,MORTGAGE,410000,Verified,Fully Paid,home_improvement,FL,44,40875.83287,Individual
10000,10000, 36 months,5.79%,303.27,A,10+ years,MORTGAGE,71000,Not Verified,Fully Paid,home_improvement,OH,23,10917.67176,Individual
20000,18607.11325, 60 months,16.77%,494.59,E,10+ years,MORTGAGE,180000,Verified,Fully Paid,major_purchase,FL,45,25386.12837,Individual
21000,20725, 36 months,10.74%,684.94,B,3 years,MORTGAGE,90000,Verified,Fully Paid,debt_consolidation,MD,17,22376.88461,Individual
8000,8000, 36 months,5.42%,241.28,A,10+ years,OWN,47232,Source Verified,Fully Paid,credit_card,CA,25,8686.027508,Individual
24000,22390.11879, 60 months,10.37%,514.31,B,5 years,RENT,100000,Verified,Charged Off,other,NJ,16,16154.74,Individual
1500,1500, 36 months,5.79%,45.5,A,3 years,RENT,35000,Not Verified,Fully Paid,debt_consolidation,OH,50,1593.153385,Individual
4000,4000, 36 months,13.80%,136.33,C,< 1 year,RENT,45000,Not Verified,Fully Paid,other,CA,9,4907.538477,Individual
16700,16700, 36 months,10.37%,541.77,B,4 years,RENT,54996,Not Verified,Fully Paid,debt_consolidation,WA,22,17613.17421,Individual
2500,2500, 36 months,15.28%,87.01,D,10+ years,MORTGAGE,42000,Not Verified,Fully Paid,other,CA,22,3037.888994,Individual
6700,6700, 36 months,13.80%,228.34,C,< 1 year,RENT,24996,Source Verified,Fully Paid,other,IL,16,8220.232597,Individual
1200,1200, 36 months,7.29%,37.22,A,4 years,RENT,9960,Not Verified,Fully Paid,debt_consolidation,CA,12,1339.592531,Individual
4200,4200, 36 months,10.74%,136.99,B,2 years,MORTGAGE,96000,Not Verified,Fully Paid,car,SC,49,4931.473411,Individual
22000,20550.03832, 60 months,11.11%,479.55,B,2 years,RENT,96000,Source Verified,Fully Paid,debt_consolidation,CA,28,26897.60357,Individual
6000,6000, 36 months,7.29%,186.06,A,3 years,RENT,42000,Not Verified,Fully Paid,home_improvement,FL,4,6570.185123,Individual
20000,20000, 36 months,7.29%,620.2,A,2 years,MORTGAGE,86376,Not Verified,Fully Paid,debt_consolidation,CA,56,20983.02275,Individual
5000,4750, 36 months,10.37%,162.21,B,3 years,RENT,61000,Not Verified,Fully Paid,debt_consolidation,CA,8,5839.387504,Individual
16000,16000, 36 months,14.54%,551.05,D,9 years,MORTGAGE,85000,Verified,Fully Paid,debt_consolidation,CA,11,18323.28015,Individual
3400,3375, 36 months,6.92%,104.86,A,< 1 year,RENT,40000,Not Verified,Fully Paid,credit_card,NV,14,3695.49801,Individual
6000,6000, 36 months,14.54%,206.65,D,9 years,RENT,60000,Not Verified,Fully Paid,credit_card,CA,16,6863.169076,Individual
4200,4200, 36 months,5.79%,127.38,A,8 years,MORTGAGE,73073.26,Not Verified,Fully Paid,debt_consolidation,MD,22,4546.082564,Individual
6400,6400, 36 months,7.29%,198.47,A,4 years,RENT,56000,Not Verified,Fully Paid,debt_consolidation,MA,20,7038.63556,Individual
10000,9975, 36 months,7.66%,311.8,A,6 years,RENT,79200,Not Verified,Fully Paid,debt_consolidation,CA,49,10565.88303,Individual
6000,6000, 36 months,11.11%,196.75,B,3 years,RENT,35000,Not Verified,Fully Paid,wedding,NC,13,6773.919331,Individual
25000,25000, 36 months,10.74%,815.4,B,10+ years,RENT,78504,Verified,Fully Paid,debt_consolidation,SC,26,29354.10226,Individual
3000,3000, 36 months,7.66%,93.54,A,3 years,MORTGAGE,60096,Not Verified,Fully Paid,vacation,OK,15,3355.477828,Individual
4300,4050, 36 months,10.74%,140.25,B,< 1 year,OWN,40000,Source Verified,Fully Paid,credit_card,FL,7,5048.899869,Individual
2775,2775, 36 months,15.65%,97.09,D,< 1 year,RENT,25000,Source Verified,Charged Off,debt_consolidation,IL,4,2299.41,Individual
12000,11980.36565, 60 months,13.06%,273.41,C,4 years,RENT,60000,Verified,Charged Off,wedding,CA,20,3060.93,Individual
5350,5350, 36 months,13.06%,180.42,C,3 years,MORTGAGE,36000,Source Verified,Charged Off,debt_consolidation,KY,28,541.26,Individual
13050,13050, 36 months,6.92%,402.47,A,10+ years,RENT,135000,Source Verified,Fully Paid,major_purchase,VA,35,13772.69244,Individual
18500,18007.17686, 60 months,10.74%,399.85,B,7 years,MORTGAGE,84000,Source Verified,Fully Paid,credit_card,NC,29,23217.4965,Individual
10375,10309.88603, 60 months,10.74%,224.24,B,7 years,RENT,34000,Not Verified,Charged Off,credit_card,WI,21,10090.8,Individual
4000,4000, 60 months,16.77%,98.92,E,< 1 year,RENT,24000,Verified,Charged Off,debt_consolidation,GA,19,1210.35,Individual
10000,10000, 36 months,13.43%,339.02,C,2 years,MORTGAGE,91092,Source Verified,Fully Paid,debt_consolidation,FL,27,12204.47329,Individual
16000,16000, 36 months,10.74%,521.86,B,1 year,MORTGAGE,135000,Source Verified,Fully Paid,other,NY,42,18791.19525,Individual
23000,23000, 36 months,14.54%,792.14,D,1 year,RENT,100000,Verified,Fully Paid,debt_consolidation,NY,21,27571.98688,Individual
5400,5400, 36 months,16.02%,189.91,D,2 years,RENT,25300,Not Verified,Fully Paid,debt_consolidation,HI,9,6836.361341,Individual
12000,12000, 60 months,14.17%,280.28,C,3 years,MORTGAGE,56400,Verified,Fully Paid,debt_consolidation,NH,12,12282.16036,Individual
1500,1500, 36 months,11.11%,49.19,B,n/a,RENT,11820,Verified,Fully Paid,debt_consolidation,OH,6,1589.068188,Individual
2800,2800, 36 months,10.37%,90.84,B,5 years,RENT,46800,Not Verified,Fully Paid,other,NV,24,3270.042559,Individual
12000,11350, 60 months,17.14%,299.14,E,2 years,RENT,49200,Source Verified,Fully Paid,credit_card,AZ,17,14285.81704,Individual
6000,6000, 60 months,14.91%,142.46,D,3 years,RENT,140000,Not Verified,Charged Off,credit_card,HI,14,4772.5,Individual
15000,14750, 36 months,10.37%,486.62,B,2 years,RENT,52500,Not Verified,Fully Paid,debt_consolidation,OR,27,16839.31079,Individual
27600,16544.54669, 60 months,15.65%,666.06,D,5 years,RENT,53086,Verified,Fully Paid,debt_consolidation,NY,35,30364.85561,Individual
10000,9975, 36 months,5.42%,301.6,A,10+ years,MORTGAGE,33600,Verified,Fully Paid,credit_card,AR,41,10857.53439,Individual
